Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price,release_year,Processor Series
"Microsoft Surface Laptop 4 Platino AMD Ryzen 7 4980U/8GB/256GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,AMD Ryzen 7,8,256,SSD,,15.0,Yes,1649.54,Unknown,U
"Microsoft Surface Laptop 4 Platino Intel Core i5-1145G7/16GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Core i5,16,512,SSD,,13.5,Yes,3747.91,2021,G
"Microsoft Surface Laptop 4 Platino Intel Core i5-1145G7/8GB/256GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Core i5,8,256,SSD,,13.5,Yes,948.14,2021,G
"Microsoft Surface Laptop 5 Alcántara Intel Evo Core i5-1245U/16GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i5,16,512,SSD,,13.5,Yes,1846.85,2022,U
"Microsoft Surface Laptop 5 Alcántara Intel Evo Core i5-1245U/8GB/256GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i5,8,256,SSD,,13.5,Yes,1321.47,2022,U
"Microsoft Surface Laptop 5 Alcántara Intel Evo Core i5-1245U/8GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,SSD,,13.5,Yes,1576.27,2022,U
"Microsoft Surface Laptop 5 Alcántara Intel Evo Core i7-1265U/16GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,SSD,,13.5,Yes,2022.7,2022,U
"Microsoft Surface Laptop 5 Negro Intel Evo Core i5-1245U/8GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,SSD,,13.5,Yes,1576.27,2022,U
"Microsoft Surface Laptop 5 Negro Intel Evo Core i7-1265U/16GB/256GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,16,256,SSD,,15.0,Yes,2312.1,2022,U
"Microsoft Surface Laptop 5 Negro Intel Evo Core i7-1265U/16GB/512GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,SSD,,13.5,Yes,2022.7,2022,U
"Microsoft Surface Laptop 5 Platino Intel Evo Core i7-1255U/8 GB/256GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,8,256,SSD,,15.0,Yes,1658.99,2022,U
"Microsoft Surface Laptop 5 Platino Intel Evo Core i7-1265U/16GB/256GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,16,256,SSD,,15.0,Yes,2103.55,2022,U
"Microsoft Surface Laptop 5 Platino Intel Evo Core i7-1265U/16GB/512GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,SSD,,15.0,Yes,2150.38,2022,U
"Microsoft Surface Laptop 5 Platino Intel Evo Core i7-1265U/8GB/512GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,8,512,SSD,,15.0,Yes,1838.29,2022,U
"Microsoft Surface Laptop Go 2 Intel Core i5-1135G7/8GB/128GB SSD/12.4"" Táctil Platino (PT)",New,Microsoft,Surface Laptop,Intel Core i5,8,128,SSD,,12.4,Yes,824.0,2021,G
"Microsoft Surface Laptop Go Intel Core i5-1035G1/4GB/64GB eMMC/12.4"" Táctil",New,Microsoft,Surface Laptop,Intel Core i5,4,64,eMMC,,12.4,Yes,686.88,2020,G
"Microsoft Surface Laptop Go Intel Core i5-1035G1/8GB/256GB SSD/12.4"" Táctil",New,Microsoft,Surface Laptop,Intel Core i5,8,256,SSD,,12.4,Yes,1134.21,2020,G
"Microsoft Surface Laptop Studio Intel Core i7-11370H/16GB/512GB SSD/RTX 3050 Ti/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i7,16,512,SSD,RTX 3050,14.4,Yes,2264.55,2021,H
"Microsoft Surface Pro 7 Intel Core i7-1065G7/16GB/256GB/12.3"" Negro",New,Microsoft,Surface Pro,Intel Core i7,16,256,,,12.3,No,1649.0,2020,G
"Microsoft Surface Pro 7 Intel Core i7-1065G7/16GB/512GB/12.3"" Platino",New,Microsoft,Surface Pro,Intel Core i7,16,512,,,12.3,No,2099.0,2020,G
"Microsoft Surface Pro 7+ Intel Core i5-1135G7/8GB/128GB SSD/12.3"" Táctil Platino",Refurbished,Microsoft,Surface Pro,Intel Core i5,8,128,SSD,,12.3,Yes,1009.99,2021,G
"Microsoft Surface Pro 7+ Intel Evo Core i7-1165G7/16GB/1TB SSD/12.3"" Táctil Platino",New,Microsoft,Surface Pro,Intel Evo Core i7,16,1000,SSD,,12.3,Yes,2842.5,2021,G
"Microsoft Surface Pro 8 4G LTE Intel Core i5-1145G7/16GB/512GB SSD/13"" Táctil Platino",New,Microsoft,Surface Pro,Intel Core i5,16,512,SSD,,13.0,Yes,1916.99,2021,G
"Microsoft Surface Pro 8 4G LTE Intel Evo Core i5-1145G7/8GB/256GB SSD/13"" Táctil Platino",New,Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,,13.0,Yes,1394.98,2021,G
"Microsoft Surface Pro 8 4G LTE Intel Evo Core i7-1185G7/16GB/256GB SSD/13"" Táctil Platino",New,Microsoft,Surface Pro,Intel Evo Core i7,16,256,SSD,,13.0,Yes,1897.72,2021,G
"Microsoft Surface Pro 8 Intel Core i7-1185G7/16 GB/256GB SSD/13"" Táctil Platino",New,Microsoft,Surface Pro,Intel Core i7,16,256,SSD,,13.0,Yes,1724.99,2021,G
"Microsoft Surface Pro 8 Intel Evo Core i5-1145G7/8GB/128GB SSD/13"" Táctil Platino",New,Microsoft,Surface Pro,Intel Evo Core i5,8,128,SSD,,13.0,Yes,1582.0,2021,G
"Microsoft Surface Pro 8 Intel Evo Core i7-1185G7/16GB/256 GB SSD/13"" Táctil Platino",New,Microsoft,Surface Pro,Intel Evo Core i7,16,256,SSD,,13.0,Yes,1467.58,2021,G
"Microsoft Surface Pro X Microsoft SQ1/16GB/512GB SSD/13"" Táctil",New,Microsoft,Surface Pro,Microsoft SQ1,16,512,SSD,,13.0,Yes,2406.35,Unknown,Unknown
"Millenium AURELION ML3 Intel Core i7-9750H/16GB/500GB SSD/GTX 1660Ti/15.6""",New,Millenium,AURELION,Intel Core i7,16,500,SSD,GTX 1660,15.6,No,1640.98,,H
"Millenium AZIR ML3 Intel Core i7-9750H/16GB/500GB SSD/RTX 2070/15.6""",New,Millenium,AZIR,Intel Core i7,16,500,SSD,RTX 2070,15.6,No,2312.71,,H
"Msi Prestige 14 Evo A12M-22 Intel Core i5-1240P/16GB/512 GB SSD/14""",New,MSI,Prestige,Intel Core i5,16,512,SSD,,14.0,No,1029.99,2021,P
"Primux IoxBook K15 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Primux,Ioxbook,Intel Core i5,8,512,SSD,,15.6,No,438.46,,G
"Primux Ioxbook K15 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Primux,Ioxbook,Intel Core i3,8,256,SSD,,15.6,No,346.28,,G
"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16 GB/1TB SSD/RTX 3060/17.3""",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,3099.98,2022,H
"Realme Book Prime Intel Core i5-11320H/8GB/512GB SSD/14"" Verde",New,Realme,Book Prime,Intel Core i5,8,512,SSD,,14.0,No,999.0,2011,H
"Samsung Chromebook 2 Intel Celeron N4500/4GB/64GB/12.4"" Táctil",New,Samsung,Chromebook,Intel Celeron,4,64,,,12.4,Yes,498.73,Unknown,Unknown
"Thomson NEO Z3 Qualcomm Snapdragon 850/8GB/256GB/13""",New,Thomson,Go,Qualcomm Snapdragon 8,8,256,,,13.0,No,436.56,,Unknown
"Toshiba Tecra A40-J-15b Intel Core i3-1125G4/8GB/256GB SSD/14""",New,Toshiba,Tecra,Intel Core i3,8,256,SSD,,14.0,No,799.0,2011,G
"Vant Edge 3 Intel Core i7-1255U/16 GB/500GB SSD/14""",New,Vant,Edge,Intel Core i7,16,500,SSD,,14.0,No,1123.0,,U
"Vant Edge 3 Intel Core i7-1255U/16GB/1TB SSD/14""",New,Vant,Edge,Intel Core i7,16,1000,SSD,,14.0,No,1162.0,,U
"Vant Edge 3 Intel Core i7-1255U/16GB/1TB SSD/14"" Negro",New,Vant,Edge,Intel Core i7,16,1000,SSD,,14.0,No,1162.0,,U
"Vant Edge 3 Intel Core i7-1255U/16GB/500GB SSD/14"" Negro",New,Vant,Edge,Intel Core i7,16,500,SSD,,14.0,No,1123.0,,U
"Vant Edge 3 Intel Core i7-1255U/40GB RAM/1TB SSD/14""",New,Vant,Edge,Intel Core i7,40,1000,SSD,,14.0,No,1217.01,,U
"Vant Edge 3 Intel Core i7-1255U/40GB/1TB SSD/14""",New,Vant,Edge,Intel Core i7,40,1000,SSD,,14.0,No,1217.01,,U
"Vant Edge Intel Core i5-10210U/16GB/500GB SSD/14"" Negro",New,Vant,Edge,Intel Core i5,16,500,SSD,,14.0,No,994.0,,U
"Vant Edge Intel Core i7-10510U/16GB/500GB SSD/14"" Gris",New,Vant,Edge,Intel Core i7,16,500,SSD,,14.0,No,1123.0,,U
"Vant Edge Intel Core i7-10510U/16GB/500GB SSD/14"" Negro",New,Vant,Edge,Intel Core i7,16,500,SSD,,14.0,No,1123.0,,U
"Vant Moove3-14 Intel Core i5-1135G7/8GB/500GB SSD/14""",New,Vant,Moove,Intel Core i5,8,500,SSD,,14.0,No,632.0,,G
"ASUS Chromebook C433TA-AJ0336 Intel Core m3-8100Y/8GB/64GB eMMC/14"" Táctil",Refurbished,Asus,Chromebook,Intel Core M3,8,64,eMMC,,14.0,Yes,549.0,Unknown,Unknown
"ASUS F415EA-EK113T Intel Core i3-1115G4/8GB/256GB SSD/14""",Refurbished,Asus,F415EA,Intel Core i3,8,256,SSD,,14.0,No,499.0,2021,G
"ASUS F515EA-BQ131T Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Asus,F515,Intel Core i5,8,512,SSD,,15.6,No,519.99,2021,G
"ASUS F515EA-BQ1765W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Asus,F515,Intel Core i5,8,512,SSD,,15.6,No,599.0,2021,G
"ASUS F515EA-BQ2036W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Refurbished,Asus,F515,Intel Core i3,8,256,SSD,,15.6,No,479.0,2021,G
"ASUS F515EA-BQ2037W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Asus,F515,Intel Core i5,8,512,SSD,,15.6,No,599.0,2021,G
"ASUS F515EA-EJ2198W Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,Asus,F515,Intel Core i7,16,512,SSD,,15.6,No,749.0,2021,G
"ASUS F515JA-BQ2315W Intel Core i5-1035G1/8GB/512GB SSD/15.6""",Refurbished,Asus,F515,Intel Core i5,8,512,SSD,,15.6,No,659.0,2020,G
"ASUS P1411CEA-BV688X Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,Asus,G7,Intel Core i5,8,256,SSD,,14.0,No,569.0,2021,G
"ASUS P1511CEA-BR1797X Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Asus,BR,Intel Core i5,16,512,SSD,,15.6,No,649.0,2021,G
"ASUS ROG Flow Z13 2022 GZ301ZE-LD219W Intel Core i9-12900H/16GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",Refurbished,Asus,ROG,Intel Core i9,16,1000,SSD,RTX 3050,13.4,Yes,3999.0,2022,H
ASUS ROG Strix G15 G513IC-HN004W AMD Ryzen 7 4800H/16GB/512GB SSD/RTX 3050/15.6,Refurbished,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,949.0,2020,H
"ASUS ROG Strix G15 G513RS-HQ018W AMD Ryzen 9 6800HX/32GB/1TB SSD/RTX3080/15.6""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,15.6,No,3099.0,2022,H
"ASUS ROG Strix G17 G713RM-LL009 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3060,17.3,No,2099.0,2022,H
"ASUS ROG Strix G17 G713RW-LL009 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,17.3,No,2799.0,2022,H
"ASUS ROG Strix G17 G713RW-LL088 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,17.3,No,2353.24,2022,H
"ASUS ROG Strix SCAR 17 G733ZW-LL103W Intel Core i9-12900H/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 3070,17.3,No,2999.0,2022,H
"ASUS ROG Zephyrus Duo 16 GX650RX-LO162W AMD Ryzen 9 6900HX/64GB/4TB SSD/RTX 3080 Ti/16""",Refurbished,Asus,ROG,AMD Ryzen 9,64,4000,SSD,RTX 3080,16.0,No,3999.0,2022,H
"ASUS ROG Zephyrus G15 GA503QM-HQ019T AMD Ryzen 9 5900HS/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3060,15.6,No,1599.98,2021,H
"ASUS ROG Zephyrus G15 GA503RS-HB054W AMD Ryzen 9 6900HS/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,15.6,No,1888.94,2022,H
"ASUS ROG Zephyrus M16 GU603ZX-K8017W Intel Core i9-12900H/32GB/2TB SSD/RTX 3080Ti/16""",Refurbished,Asus,ROG,Intel Core i9,32,2000,SSD,RTX 3080,16.0,No,3999.0,2022,H
"ASUS TUF Gaming A15 FA507RM-HN003 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,TUF,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1799.0,2022,H
"ASUS TUF Gaming F15 FX506HEB-HN187 Intel Core i5-11400H/16GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1199.0,2021,H
"ASUS TUF Gaming F17 FX706HM-HX059 Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,Asus,TUF,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1799.0,2021,H
"ASUS VivoBook 15 K513EA-BQ1791T Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Asus,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,749.0,2021,G
"ASUS VivoBook F1500EA-EJ2647 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Refurbished,Asus,VivoBook,Intel Core i5,8,256,SSD,,15.6,No,599.0,2021,G
"ASUS Vivobook 15 K513EA-BQ1791 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Asus,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,699.0,2021,G
"ASUS ZenBook 14 UM425QA-KI174W AMD Ryzen 7 5800H/16GB/512GB SSD/14""",Refurbished,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,1099.0,2021,H
"ASUS Zenbook 14 UM425UAZ-AM008T AMD Ryzen 7 5700U/16GB/512GB SSD/14""",Refurbished,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,609.04,2021,U
"Acer Aspire 3 A315-23-R90Q AMD Ryzen 7 3700U/8GB/512GB SSD/15.6""",Refurbished,Acer,Aspire,AMD Ryzen 7,8,512,SSD,,15.6,No,699.0,2019,U
"Acer Aspire 3 A315-34-C92E Intel Celeron N4020/4GB/128GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Celeron,4,128,SSD,,15.6,No,264.14,Unknown,Unknown
"Acer Aspire 3 A315-56-304W Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i3,8,256,SSD,,15.6,No,316.94,2020,G
"Acer Aspire 3 A315-56-52KD Intel Core i5-1035G1/12GB/512GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i5,12,512,SSD,,15.6,No,477.28,2020,G
"Acer Aspire 3 A315-56-57QZ Intel Core i5-1035G1/12GB/512GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i5,12,512,SSD,,15.6,No,373.49,2020,G
"Acer Aspire 3 A315-56-58CJ Intel Core i5-1035G1/12GB/256GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i5,12,256,SSD,,15.6,No,391.24,2020,G
"Acer Aspire 3 A315-56-75WC Intel Core i7-1065G7/8GB/512GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i7,8,512,SSD,,15.6,No,475.83,2020,G
"Acer Aspire 3 A315-58-39L1 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i3,8,256,SSD,,15.6,No,569.0,2021,G
"Acer Aspire 3 A315-59-56GV Intel Core i5-1235U/8GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,Acer,Aspire,Intel Core i5,8,512,SSD,,15.6,No,810.99,2022,U
"Acer Aspire 5 A514-53-37D2 Intel Core i3-1005G1/8GB/512GB SSD/14""",Refurbished,Acer,Aspire,Intel Core i3,8,512,SSD,,14.0,No,334.24,2020,G
"Acer Aspire 5 A515-54-735N Intel Core i7-10510U/8GB/512GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i7,8,512,SSD,,15.6,No,590.88,2020,U
"Acer Chromebook 314 CB314-1HT-C2D1 Intel Celeron N4020/8GB/128GB eMMC/14"" Táctil",Refurbished,Acer,Chromebook,Intel Celeron,8,128,eMMC,,14.0,Yes,449.0,Unknown,Unknown
"Acer Chromebook 315 Intel Celeron N4020/8GB/128GB eMMC/15.6""",Refurbished,Acer,Chromebook,Intel Celeron,8,128,eMMC,,15.6,No,399.0,Unknown,Unknown
"Acer ConceptD 3 CN316-73G-75GM Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",Refurbished,Acer,ConceptD,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,1899.0,2021,H
"Acer Extensa 15 EX215-52-78J5 Intel Core i7-1065G7/8GB/512GB SSD/15.6""",Refurbished,Acer,Extensa,Intel Core i7,8,512,SSD,,15.6,No,423.58,2020,G
"Acer Nitro 5 AN515-44-R9E2 AMD Ryzen 7 4800H/16GB/512GB SSD/GTX 1650Ti/15.6""",Refurbished,Acer,Nitro,AMD Ryzen 7,16,512,SSD,GTX 1650,15.6,No,670.53,2020,H
"Acer Nitro 5 AN515-55-598S Intel Core i5-10300H/8GB/256GB SSD/GTX 1650/15.6""",Refurbished,Acer,Nitro,Intel Core i5,8,256,SSD,GTX 1650,15.6,No,477.59,2020,H
"Acer Nitro 5 AN515-55-72GW Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,675.24,2020,H
"Acer Nitro 5 AN515-57-505V Intel Core i5-11400H/16GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Acer,Nitro,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,666.69,2021,H
"Acer Nitro 5 AN515-57-73QK Intel Core i7-11800H/16GB/512GB SSD/RTX 3050/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,885.94,2021,H
"Acer Nitro 5 AN515-57-75M9 Intel Core i7-11800H/16GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1199.0,2021,H
"Acer Nitro 5 AN515-58-730H Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1599.0,2022,H
"Acer Nitro 5 AN517-41-R37U AMD Ryzen 7 5800H/16GB/1TB SSD/RTX3070/17.3""",Refurbished,Acer,Nitro,AMD Ryzen 7,16,1000,SSD,RTX 3070,17.3,No,1214.63,2021,H
"Acer Nitro 5 AN517-52-73SP Intel Core i7-10750H/16GB/1TB SSD/RTX3060/17.3""",Refurbished,Acer,Nitro,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,966.04,2020,H
"Acer Porsche Design Book RS AP714-51T Intel Evo Core i5-1135G7/8GB/512GB SSD/14"" Táctil",Refurbished,Acer,Book,Intel Evo Core i5,8,512,SSD,,14.0,Yes,1499.0,2021,G
"Acer Predator Helios 300 PH315-53-72T7 Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,914.64,2020,H
"Acer Predator Helios 300 PH315-54-76XV Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1098.29,2021,H
"Acer Predator Helios 300 PH315-54-784L Intel Core i7-11800H/32GB/1TB SSD/RTX3070/15.6""",Refurbished,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1344.69,2021,H
"Acer Predator Triton 500 SE PT516-51s-74PZ Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16""",Refurbished,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3060,16.0,No,1751.09,2021,H
"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i3,8,256,SSD,,13.3,No,710.0,Unknown,Unknown
"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Oro",Refurbished,Apple,MacBook Air,Intel Core i3,8,256,SSD,,13.3,No,727.37,Unknown,Unknown
"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i3,8,256,SSD,,13.3,No,767.39,Unknown,Unknown
"Apple MacBook Air Intel Core i5 1.6GHz/8GB/128GB SSD/13.3"" Retina Oro",Refurbished,Apple,MacBook Air,Intel Core i5,8,128,SSD,,13.3,No,625.91,Unknown,Unknown
"Apple MacBook Air Intel Core i5/8 GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i5,8,256,SSD,,13.3,No,873.6,Unknown,Unknown
"Apple MacBook Air Intel Core i5/8GB/128GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i5,8,128,SSD,,13.3,No,745.15,Unknown,Unknown
"Apple MacBook Air Intel Core i5/8GB/128GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i5,8,128,SSD,,13.3,No,658.25,Unknown,Unknown
"Apple MacBook Air Intel Core i5/8GB/256 GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i5,8,256,SSD,,13.3,No,1098.08,Unknown,Unknown
"Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i5,8,256,SSD,,13.3,No,755.0,Unknown,Unknown
"Apple MacBook Air Intel Core i5/8GB/512GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i5,8,512,SSD,,13.3,No,1020.01,Unknown,Unknown
"Apple MacBook Air i5/4GB/256GB/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i5,4,256,,,13.3,No,324.0,Unknown,Unknown
"Apple MacBook Intel Core M3/8GB/256GB/12"" Plata",Refurbished,Apple,Macbook,Intel Core M3,8,256,,,12.0,No,614.08,2022,Unknown
"Apple MacBook Pro 2021 Apple M1 Pro/16GB/1TB SSD/14.2"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,1000,SSD,,14.2,No,2500.01,2020,Unknown
"Apple MacBook Pro Apple M1 Pro/16GB/1TB SSD/16.2"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,1000,SSD,,16.2,No,2979.0,2020,Unknown
"Apple MacBook Pro Apple M1 Pro/16GB/1TB SSD/16.2"" Plata",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,1000,SSD,,16.2,No,2950.0,2020,Unknown
"Apple MacBook Pro Apple M1 Pro/16GB/512GB SSD/14.2"" Plata",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,512,SSD,,14.2,No,2500.01,2020,Unknown
"Apple MacBook Pro Apple M1 Pro/32GB/1TB SSD/14.2"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1 Pro,32,1000,SSD,,14.2,No,2500.01,2020,Unknown
"Apple MacBook Pro Apple M1/16GB/1TB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1,16,1000,SSD,,13.3,No,1999.0,2020,Unknown
"Apple MacBook Pro Apple M1/8GB/256GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Apple M1,8,256,SSD,,13.3,No,1029.76,2020,Unknown
"Apple MacBook Pro Intel Core i5 1.4GHz/8GB/128GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,8,128,SSD,,13.3,No,906.5,Unknown,Unknown
"Apple MacBook Pro Intel Core i5 1.4GHz/8GB/128GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,8,128,SSD,,13.3,No,906.5,Unknown,Unknown
"Apple MacBook Pro Intel Core i5 2.4GHz/8GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,8,256,SSD,,13.3,No,764.67,Unknown,Unknown
"Apple MacBook Pro Intel Core i5 2.4GHz/8GB/256GB SSD/13.3"" Gris Espacial Refurbished",Refurbished,Apple,MacBook Pro,Intel Core i5,8,256,SSD,,13.3,No,926.65,Unknown,Unknown
"Apple MacBook Pro Intel Core i5 2.4GHz/8GB/256GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,8,256,SSD,,13.3,No,764.67,Unknown,Unknown
"Apple MacBook Pro Intel Core i5 2.4GHz/8GB/512GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,8,512,SSD,,13.3,No,804.46,Unknown,Unknown
"Apple MacBook Pro Intel Core i5 2.4GHz/8GB/512GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,8,512,SSD,,13.3,No,1027.5,Unknown,Unknown
"Apple MacBook Pro Intel Core i5/16GB/1TB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,16,1000,SSD,,13.3,No,1491.33,Unknown,Unknown
"Apple MacBook Pro Intel Core i5/16GB/1TB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,16,1000,SSD,,13.3,No,1491.33,Unknown,Unknown
"Apple MacBook Pro Intel Core i5/16GB/512GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,16,512,SSD,,13.3,No,1299.75,Unknown,Unknown
"Apple MacBook Pro Intel Core i5/8GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,8,256,SSD,,13.3,No,816.4,Unknown,Unknown
